id,query1,query2
5072,阿莫西林胶囊是广谱抗菌药吗,阿莫西林胶囊有哪些不良反应
5073,阿莫西林胶囊能长期服用吗,阿莫西林胶囊有哪些不良反应
5074,治疗慢性咽炎众生丸的效果好吗,大人和孩子都可以吃众生丸吗
5075,治疗慢性咽炎众生丸的效果好吗,急慢性呼吸道感染可以用众生丸吗
5076,大人和孩子都可以吃众生丸吗,急慢性呼吸道感染可以用众生丸吗
5077,众生胶囊是专治什么病的,服用众生胶囊会有什么不良反应
5078,众生胶囊是专治什么病的,众生胶囊的主要成分有哪些
5079,服用众生胶囊会有什么不良反应,众生胶囊的主要成分有哪些
5080,回春散有什么副作用,回春散对婴幼儿有什么样的危害
5081,回春散有什么副作用,回春散是中成药吗
5082,回春散对婴幼儿有什么样的危害,回春散是中成药吗
5083,阿莫西林是消炎药吗,阿莫西林跟头孢有什么区别
5084,阿莫西林是消炎药吗,淋巴结发炎吃什么药
5085,阿莫西林跟头孢有什么区别,淋巴结发炎吃什么药
5086,儿童咳嗽期间能吃油腻的食物吗,儿童咳嗽是什么引起的
5087,儿童咳嗽期间能吃油腻的食物吗,儿童咳嗽会引起并发症吗
5088,儿童咳嗽是什么引起的,儿童咳嗽会引起并发症吗
5089,阿莫西林胶囊是西药吗,阿莫西林胶囊的功效是什么
5090,阿莫西林胶囊是西药吗,阿莫西林胶囊是抗生素吗
5091,阿莫西林胶囊的功效是什么,阿莫西林胶囊是抗生素吗
5092,阿奇霉素颗粒一次可以吃多少,阿奇霉素跟红霉素的区别是什么
5093,阿奇霉素颗粒一次可以吃多少,阿奇霉素副作用大吗
5094,阿奇霉素跟红霉素的区别是什么,阿奇霉素副作用大吗
5095,小儿复方磺胺二甲嘧啶散是处方药吗,婴幼儿服用小儿复方磺胺二甲嘧啶散有什么副作用
5096,小儿复方磺胺二甲嘧啶散是处方药吗,服用小儿复方磺胺二甲嘧啶散有什么禁忌
5097,婴幼儿服用小儿复方磺胺二甲嘧啶散有什么副作用,服用小儿复方磺胺二甲嘧啶散有什么禁忌
5098,复方桔梗怯咳片的主要成分有哪些,复方桔梗怯咳片的药理作用是什么
5099,复方桔梗怯咳片的主要成分有哪些,复方桔梗怯咳片是用于寒咳还是热咳
5100,复方桔梗怯咳片的药理作用是什么,复方桔梗怯咳片是用于寒咳还是热咳
5101,支气管炎跟肺炎的区别是什么,支气管炎传染吗
5102,支气管炎跟肺炎的区别是什么,患上支气管炎饮食上需要注意哪些
5103,支气管炎传染吗,患上支气管炎饮食上需要注意哪些
5104,感冒反复发作是抵抗力太差吗,风寒感冒跟风热感冒有什么区别
5105,感冒反复发作是抵抗力太差吗,感冒反复发作是为什么
5106,风寒感冒跟风热感冒有什么区别,感冒反复发作是为什么
5107,孕妇吃了头孢泊肟酯干混剂对胎儿有影响吗,儿童服用头孢泊肟酯干混剂有副作用吗
5108,孕妇吃了头孢泊肟酯干混剂对胎儿有影响吗,服用头孢泊肟酯干混剂后多久可以给孩子喂奶
5109,儿童服用头孢泊肟酯干混剂有副作用吗,服用头孢泊肟酯干混剂后多久可以给孩子喂奶
5110,呼吸道感染的症状是什么,呼吸道感染会引起咳嗽吗
5111,呼吸道感染的症状是什么,呼吸道感染会引起发烧吗
5112,呼吸道感染会引起咳嗽吗,呼吸道感染会引起发烧吗
5113,上颚疼是不是缺乏维生素,上颚疼是不是不能吃辛辣油腻的食物
5114,上颚疼是不是缺乏维生素,上颚疼吃什么药能好
5115,上颚疼是不是不能吃辛辣油腻的食物,上颚疼吃什么药能好
5116,紫丹银屑胶囊有激素吗,紫丹银屑胶囊是不是中成药
5117,紫丹银屑胶囊有激素吗,紫丹银屑胶囊是专治什么病的
5118,紫丹银屑胶囊是不是中成药,紫丹银屑胶囊是专治什么病的
5119,十六味马蔺子丸对肝脏有伤害吗,十六味马蔺子丸一个疗程需要吃几盒
5120,十六味马蔺子丸对肝脏有伤害吗,十六味马蔺子丸保质期多长时间
5121,十六味马蔺子丸一个疗程需要吃几盒,十六味马蔺子丸保质期多长时间
5122,化癥回生口服液的一只多少毫升,孕妇可以喝化癥回生口服液吗
5123,化癥回生口服液的一只多少毫升,服用化癥回生口服液需要注意哪些事项
5124,孕妇可以喝化癥回生口服液吗,服用化癥回生口服液需要注意哪些事项
5125,婴幼儿可以服用清开灵颗粒吗,清开灵颗粒是专治哪些病症
5126,婴幼儿可以服用清开灵颗粒吗,清开灵颗粒是抗病毒药吗
5127,清开灵颗粒是专治哪些病症,清开灵颗粒是抗病毒药吗
5128,博祥新雪片是专治什么病的,哺乳期间误食了博祥新雪片对孩子有影响吗
5129,博祥新雪片是专治什么病的,什么药可以代替博祥新雪片
5130,哺乳期间误食了博祥新雪片对孩子有影响吗,什么药可以代替博祥新雪片
5131,金页黄芪片可以治疗气短乏力吗,金页黄芪片是饭前吃还是饭后吃
5132,金页黄芪片可以治疗气短乏力吗,金页黄芪片不能同什么药一起吃
5133,金页黄芪片是饭前吃还是饭后吃,金页黄芪片不能同什么药一起吃
5134,肾功能障碍者可以服用惠菲宣愈美片吗,孩子误食了惠菲宣愈美片有事吗
5135,肾功能障碍者可以服用惠菲宣愈美片吗,惠菲宣愈美片能否同感冒清一起服用吗
5136,孩子误食了惠菲宣愈美片有事吗,惠菲宣愈美片能否同感冒清一起服用吗
5137,金桥千里光胶囊可以治疗湿疹吗,金桥千里光胶囊有治疗鼻炎的功效吗
5138,金桥千里光胶囊可以治疗湿疹吗,金桥千里光胶囊是什么药材
5139,金桥千里光胶囊有治疗鼻炎的功效吗,金桥千里光胶囊是什么药材
5140,伊龙清热解毒口服液是不是比别的牌子好,伊龙清热解毒口服液有没有需要忌口的
5141,伊龙清热解毒口服液是不是比别的牌子好,上火了喝伊龙清热解毒口服液有效吗
5142,伊龙清热解毒口服液有没有需要忌口的,上火了喝伊龙清热解毒口服液有效吗
5143,孕妇可以喝伊龙清热解毒口服液吗,女性生理期间可以喝伊龙清热解毒口服液吗
5144,孕妇可以喝伊龙清热解毒口服液吗,伊龙清热解毒口服液售价多少
5145,女性生理期间可以喝伊龙清热解毒口服液吗,伊龙清热解毒口服液售价多少
5146,伊龙清热解毒口服液一盒多少支,伊龙清热解毒口服液是非处方药吗
5147,伊龙清热解毒口服液一盒多少支,伊龙清热解毒口服液跟双黄连口服液是一样的药性吗
5148,伊龙清热解毒口服液是非处方药吗,伊龙清热解毒口服液跟双黄连口服液是一样的药性吗
5149,儿童服用伊龙清热解毒口服液一次多少毫升,儿童服用伊龙清热解毒口服液一天几次
5150,儿童服用伊龙清热解毒口服液一次多少毫升,哺乳期上火可以服用伊龙清热解毒口服液吗
5151,儿童服用伊龙清热解毒口服液一天几次,哺乳期上火可以服用伊龙清热解毒口服液吗
5152,九龙清热解毒口服液里面含有雄黄吗,九龙清热解毒口服液可以治疗咽喉炎吗
5153,九龙清热解毒口服液里面含有雄黄吗,九龙清热解毒口服液的功效是什么
5154,九龙清热解毒口服液可以治疗咽喉炎吗,九龙清热解毒口服液的功效是什么
5155,九龙清热解毒口服液里面有党参吗,九龙清热解毒口服液的有效期是多长时间
5156,九龙清热解毒口服液里面有党参吗,发烧可以喝九龙清热解毒口服液吗
5157,九龙清热解毒口服液的有效期是多长时间,发烧可以喝九龙清热解毒口服液吗
5158,九龙清热解毒口服液跟板蓝根一样吗,九龙清热解毒口服液是中成药吗
5159,九龙清热解毒口服液跟板蓝根一样吗,九龙清热解毒口服液售价多少
5160,九龙清热解毒口服液是中成药吗,九龙清热解毒口服液售价多少
5161,新四方清热解毒口服液能在普通药店买到吗,新四方清热解毒口服液的厂家在哪里
5162,新四方清热解毒口服液能在普通药店买到吗,服用新四方清热解毒口服液可以喝酒吗
5163,新四方清热解毒口服液的厂家在哪里,服用新四方清热解毒口服液可以喝酒吗
5164,阿莫西林胶囊是消炎药吗,服用阿莫西林胶囊可以喝酒吗
5165,感康是不是感冒药呢,大家都说感康的副作用大真的吗
5166,感康是不是感冒药呢,咳嗽可以吃感康吗
5167,大家都说感康的副作用大真的吗,咳嗽可以吃感康吗
5168,痰多可以喝丰鹿牌百咳静糖浆吗,丰鹿牌百咳静糖浆是专治咳嗽的吗
5169,痰多可以喝丰鹿牌百咳静糖浆吗,丰鹿牌百咳静糖浆有哪些成分
5170,丰鹿牌百咳静糖浆是专治咳嗽的吗,丰鹿牌百咳静糖浆有哪些成分
5171,服用泻白糖浆需要注意哪些事项,泻白糖浆是违禁药物吗
5172,服用泻白糖浆需要注意哪些事项,肺结核患者可以服用泻白糖浆吗
5173,泻白糖浆是违禁药物吗,肺结核患者可以服用泻白糖浆吗
5174,高血压患者能服用兆康金莲花胶囊吗,兆康金莲花胶囊和金银花的功效一样吗
5175,高血压患者能服用兆康金莲花胶囊吗,扁桃体发炎可以服用兆康金莲花胶囊吗
5176,兆康金莲花胶囊和金银花的功效一样吗,扁桃体发炎可以服用兆康金莲花胶囊吗
5177,葫芦兄弟阿奇霉素干混悬剂对肠胃有刺激吗,葫芦兄弟阿奇霉素干混悬剂是正品药吗
5178,葫芦兄弟阿奇霉素干混悬剂对肠胃有刺激吗,服用葫芦兄弟阿奇霉素干混悬剂饮食上需要注意什么
5179,葫芦兄弟阿奇霉素干混悬剂是正品药吗,服用葫芦兄弟阿奇霉素干混悬剂饮食上需要注意什么
5180,葫芦兄弟阿奇霉素干混悬剂一盒有多少袋,服用葫芦兄弟阿奇霉素干混悬剂有副作用吗
5181,葫芦兄弟阿奇霉素干混悬剂一盒有多少袋,葫芦兄弟阿奇霉素干混悬剂一个疗程需要多少盒
5182,服用葫芦兄弟阿奇霉素干混悬剂有副作用吗,葫芦兄弟阿奇霉素干混悬剂一个疗程需要多少盒
5183,婴幼儿能服用葫芦兄弟阿奇霉素干混悬剂吗,婴幼儿服用葫芦兄弟阿奇霉素干混悬剂饮食上需要注意什么
5184,婴幼儿能服用葫芦兄弟阿奇霉素干混悬剂吗,葫芦兄弟阿奇霉素干混悬剂对于治疗病毒感染有用吗
5185,婴幼儿服用葫芦兄弟阿奇霉素干混悬剂饮食上需要注意什么,葫芦兄弟阿奇霉素干混悬剂对于治疗病毒感染有用吗
5186,护彤和布洛芬可以一起服用吗,护彤和小葵花哪个比较好
5187,护彤和布洛芬可以一起服用吗,护彤为什么被禁用了
5188,护彤和小葵花哪个比较好,护彤为什么被禁用了
5189,复方甘草口服溶液可以长期服用吗,酒精过敏者可以用复方甘草口服溶液吗
5190,复方甘草口服溶液可以长期服用吗,儿童能用复方甘草口服溶液吗
5191,酒精过敏者可以用复方甘草口服溶液吗,儿童能用复方甘草口服溶液吗
5192,感冒后吃什么药能好,感冒有什么症状
5193,感冒后吃什么药能好,感冒的别名是不是上呼吸道感染
5194,感冒有什么症状,感冒的别名是不是上呼吸道感染
5195,阿莫西林胶囊和感叹号的药性相同吗,感叹号和白加黑哪个效果好
5196,阿莫西林胶囊和感叹号的药性相同吗,感叹号里面含头孢吗
5197,感叹号和白加黑哪个效果好,感叹号里面含头孢吗
5198,干咳无痰怎么回事,什么原因引起的干咳
5199,干咳无痰怎么回事,干咳吐血了会致命吗
5200,什么原因引起的干咳,干咳吐血了会致命吗
5201,高血压患者能喝酒吗,高血压患者不能吃什么
5202,高血压患者能喝酒吗,高血压患者的症状是什么
5203,高血压患者不能吃什么,高血压患者的症状是什么
5204,上呼吸道支原体感染是什么引起的,孕妇可以服用阿奇霉素吗
5205,上呼吸道支原体感染是什么引起的,阿奇霉素是消炎药吗
5206,孕妇可以服用阿奇霉素吗,阿奇霉素是消炎药吗
5207,咳嗽熬梨水有效果吗,咳嗽会发展成肺炎吗
5208,咳嗽熬梨水有效果吗,咳嗽是因为感冒了吗
5209,咳嗽会发展成肺炎吗,咳嗽是因为感冒了吗
5210,双黄连注射液和柴胡注射液是一样的药效吗,婴幼儿可以用双黄连注射液吗
5211,双黄连注射液和柴胡注射液是一样的药效吗,用过柴胡注射液后婴儿可以打预防针吗
5212,婴幼儿可以用双黄连注射液吗,用过柴胡注射液后婴儿可以打预防针吗
5213,阿莫西林胶囊联邦阿莫仙和阿莫西林有什么区别,阿莫西林胶囊联邦阿莫仙是专治什么病的
5214,阿莫西林胶囊联邦阿莫仙和阿莫西林有什么区别,服用阿莫西林胶囊联邦阿莫仙需要忌口吗
5215,阿莫西林胶囊联邦阿莫仙是专治什么病的,服用阿莫西林胶囊联邦阿莫仙需要忌口吗
5216,复方甘草口服液一盒多少支,复方甘草口服液一个疗程需要喝几盒
5217,复方甘草口服液一盒多少支,复方甘草口服液是中药吗
5218,复方甘草口服液一个疗程需要喝几盒,复方甘草口服液是中药吗
5219,哪些药属于是中成药,粉尘螨滴剂是干什么用的
5220,哪些药属于是中成药,粉尘螨滴剂是处方药吗
5221,粉尘螨滴剂是干什么用的,粉尘螨滴剂是处方药吗
5222,婴幼儿服用复方甘草口服溶液有副作用吗,复方甘草口服溶液主治什么病症
5223,婴幼儿服用复方甘草口服溶液有副作用吗,喝酒后可以服用复方甘草口服溶液吗
5224,复方甘草口服溶液主治什么病症,喝酒后可以服用复方甘草口服溶液吗
5225,复方甘草口服溶液可以治疗咳嗽吗,复方甘草口服溶液是甜的还是苦的
5226,复方甘草口服溶液可以治疗咳嗽吗,三岁的孩子服用复方甘草口服溶液一次多少毫升
5227,复方甘草口服溶液是甜的还是苦的,三岁的孩子服用复方甘草口服溶液一次多少毫升
5228,喉咙有痰可以喝复方甘草口服溶液吗,复方甘草口服溶液的主要成分是什么
5229,喉咙有痰可以喝复方甘草口服溶液吗,哺乳期间可以喝复方甘草口服溶液吗
5230,复方甘草口服溶液的主要成分是什么,哺乳期间可以喝复方甘草口服溶液吗
5231,喉康散和西瓜霜哪个比较好用,喉康散主治什么病
5232,喉康散和西瓜霜哪个比较好用,喉康散可以治疗空腔溃疡吗
5233,喉康散主治什么病,喉康散可以治疗空腔溃疡吗
5234,感康和999感冒灵药效一样吗,服用感康有什么副作用
5235,感康和999感冒灵药效一样吗,感康是饭前吃还是饭后吃呢
5236,服用感康有什么副作用,感康是饭前吃还是饭后吃呢
5237,为什么医生不建议用尼美舒利,尼美舒利是退烧药吗
5238,为什么医生不建议用尼美舒利,尼美舒利的主要成分是什么
5239,尼美舒利是退烧药吗,尼美舒利的主要成分是什么
5240,宝宝长牙期间会有哪些表现,宝宝长牙期间爱咬乳头怎么回事
5241,宝宝长牙期间会有哪些表现,宝宝长牙期间为什么总爱哭闹
5242,宝宝长牙期间爱咬乳头怎么回事,宝宝长牙期间为什么总爱哭闹
5243,喉咙痛不可以吃什么食物,喉咙痛是什么引起的
5244,喉咙痛不可以吃什么食物,喉咙痛是上呼吸道感染了吗
5245,喉咙痛是什么引起的,喉咙痛是上呼吸道感染了吗
5246,阿莫西林一盒有多少粒,阿莫西林是不是抗生素
5247,阿莫西林一盒有多少粒,阿莫西林一粒是多少克
5248,阿莫西林是不是抗生素,阿莫西林一粒是多少克
5249,为什么香港禁卖众生丸,众生丸的售价是多少
5250,为什么香港禁卖众生丸,众生丸的副作用有哪些
5251,众生丸的售价是多少,众生丸的副作用有哪些
5252,匹多莫德分散片可以提高免疫力吗,匹多莫德分散片的功效是什么
5253,匹多莫德分散片可以提高免疫力吗,匹多莫德分散片属于中药吗
5254,匹多莫德分散片的功效是什么,匹多莫德分散片属于中药吗
5255,灵泰邦尼是治什么病的,灵泰邦尼可以长期服用吗
5256,灵泰邦尼是治什么病的,服用灵泰邦尼会引起过敏吗
5257,灵泰邦尼可以长期服用吗,服用灵泰邦尼会引起过敏吗
5258,灵泰邦尼的副作用是什么,灵泰邦尼是抗炎药吗
5259,灵泰邦尼的副作用是什么,灵泰邦尼可以和阿司匹林一起服用吗
5260,灵泰邦尼是抗炎药吗,灵泰邦尼可以和阿司匹林一起服用吗
5261,复方蛤青注射液是中成药吗,复方蛤青注射液和复方蛤青胶囊有什么区别
5262,复方蛤青注射液是中成药吗,复方蛤青是什么颜色的液体
5263,复方蛤青注射液和复方蛤青胶囊有什么区别,复方蛤青是什么颜色的液体
5264,服用咳喘灵口服液有什么禁忌,儿童服用咳喘灵口服液一天几次
5265,服用咳喘灵口服液有什么禁忌,孕妇可以服用咳喘灵口服液吗
5266,儿童服用咳喘灵口服液一天几次,孕妇可以服用咳喘灵口服液吗
5267,流黄鼻涕是鼻炎的症状吗,流黄鼻炎是因为鼻腔内感染了吗
5268,流黄鼻涕是鼻炎的症状吗,黄鼻涕和清鼻涕的区别在什么地方
5269,流黄鼻炎是因为鼻腔内感染了吗,黄鼻涕和清鼻涕的区别在什么地方
5270,单硝酸异山梨酯缓释片可以治疗冠心病吗,过敏性体质可以服用单硝酸异山梨酯缓释片
5271,单硝酸异山梨酯缓释片可以治疗冠心病吗,服用单硝酸异山梨酯缓释片需要注意哪些事项
5272,过敏性体质可以服用单硝酸异山梨酯缓释片,服用单硝酸异山梨酯缓释片需要注意哪些事项
5273,服用恒瑞克拉霉素缓释片有什么禁忌吗,恒瑞克拉霉素缓释片的厂家在哪里
5274,服用恒瑞克拉霉素缓释片有什么禁忌吗,恒瑞克拉霉素缓释片是中成药吗
5275,恒瑞克拉霉素缓释片的厂家在哪里,恒瑞克拉霉素缓释片是中成药吗
5276,克拉霉素缓释片和克拉霉素片一起服用会有什么副作用,克拉霉素缓释片一片多少克
5277,克拉霉素缓释片和克拉霉素片一起服用会有什么副作用,哺乳期妇女可以服用克拉霉素缓释片吗
5278,克拉霉素缓释片一片多少克,哺乳期妇女可以服用克拉霉素缓释片吗
5279,顺尔宁孟鲁司特钠颗粒的副作用是不是很多,顺尔宁孟鲁司特钠颗粒为什么要睡前吃
5280,顺尔宁孟鲁司特钠颗粒的副作用是不是很多,顺尔宁孟鲁司特钠颗粒和平奇有什么区别
5281,顺尔宁孟鲁司特钠颗粒为什么要睡前吃,顺尔宁孟鲁司特钠颗粒和平奇有什么区别
5282,肺结核患者可以吃通宣理肺丸吗,通宣理肺丸的禁忌有哪些
5283,肺结核患者可以吃通宣理肺丸吗,长期服用通宣理肺丸有什么副作用
5284,通宣理肺丸的禁忌有哪些,长期服用通宣理肺丸有什么副作用
5285,复方桔梗止咳片的售价是多少,复方桔梗止咳片主要成分里面有甘草吗
5286,复方桔梗止咳片的售价是多少,复方桔梗止咳片是中药还是西药呢
5287,复方桔梗止咳片主要成分里面有甘草吗,复方桔梗止咳片是中药还是西药呢
5288,孕妇误食用了化痰消咳片对胎儿有影响吗,化痰消咳片和清肺化痰丸的功效相同吗
5289,孕妇误食用了化痰消咳片对胎儿有影响吗,用什么样的方法去鉴别化痰消咳片
5290,化痰消咳片和清肺化痰丸的功效相同吗,用什么样的方法去鉴别化痰消咳片
5291,化痰消咳片是中药还是西药,化痰消咳片一盒多少片
5292,化痰消咳片是中药还是西药,可以长期服用化痰消咳片吗
5293,化痰消咳片一盒多少片,可以长期服用化痰消咳片吗
5294,化痰消咳片在医保范围内吗,化痰消咳片在普通药店可以买到吗
5295,化痰消咳片在医保范围内吗,嗓子疼可以吃化痰消咳片吗
5296,化痰消咳片在普通药店可以买到吗,嗓子疼可以吃化痰消咳片吗
5297,复方甘草口服液是什么颜色的液体,复方甘草口服液的有效期是多久
5298,复方甘草口服液是什么颜色的液体,过期的复方甘草口服液还能服用吗
5299,复方甘草口服液的有效期是多久,过期的复方甘草口服液还能服用吗
5300,三联疗法的甲硝锉阿莫西林胶囊和阿莫西林胶囊有什么区别,儿童可以服用三联疗法的甲硝锉阿莫西林胶囊吗
5301,三联疗法的甲硝锉阿莫西林胶囊和阿莫西林胶囊有什么区别,三联疗法的甲硝锉阿莫西林胶囊的成分有哪些
5302,儿童可以服用三联疗法的甲硝锉阿莫西林胶囊吗,三联疗法的甲硝锉阿莫西林胶囊的成分有哪些
5303,回春散对婴幼儿有哪些危害,回春散哪个牌子的效果好
5304,回春散对婴幼儿有哪些危害,回春散的主要成分含有人工麝香吗
5305,回春散哪个牌子的效果好,回春散的主要成分含有人工麝香吗
5306,龙鹿丸吃多长时间才会有效果,龙鹿丸主治什么病
5307,龙鹿丸吃多长时间才会有效果,龙鹿丸适用于哪些人群
5308,龙鹿丸主治什么病,龙鹿丸适用于哪些人群
5309,阿莫西林胶囊适用于哪些人群,成人服用阿莫西林胶囊一天需要几次
5310,阿莫西林胶囊适用于哪些人群,儿童服用阿莫西林胶囊一次需要吃几粒
5311,成人服用阿莫西林胶囊一天需要几次,儿童服用阿莫西林胶囊一次需要吃几粒
5312,吃辛辣油腻的食物是不是会引起扁桃体发炎,多喝梨水对扁桃体发炎有用吗
5313,吃辛辣油腻的食物是不是会引起扁桃体发炎,扁桃体发炎会引起并发症吗
5314,多喝梨水对扁桃体发炎有用吗,扁桃体发炎会引起并发症吗
5315,咳嗽有痰鼻子不通气是什么病吗？,咳嗽有痰不通气要吃药吗？
5316,咳嗽有痰鼻子不通气是什么病吗？,咳嗽有痰不通气是感冒了？
5317,咳嗽有痰不通气要吃药吗？,咳嗽有痰不通气是感冒了？
5318,冬天嗓子疼咽炎严重吗？,冬天嗓子疼咽炎能根治不？
5319,冬天嗓子疼咽炎严重吗？,金果饮能否长期饮用？
5320,冬天嗓子疼咽炎能根治不？,金果饮能否长期饮用？
5321,酚咖麻敏胶囊能不能和感冒清热颗粒一起吃？,喝得菲尔感冒清热颗粒前喝别的药会有副作用吗？
5322,酚咖麻敏胶囊能不能和感冒清热颗粒一起吃？,唯正牌感冒清热颗粒是中药吗?
5323,喝得菲尔感冒清热颗粒前喝别的药会有副作用吗？,唯正牌感冒清热颗粒是中药吗?
5324,希舒美阿奇霉素干混悬剂是抗生素吗？,希舒美阿奇霉素干混悬剂是西药吗？
5325,希舒美阿奇霉素干混悬剂是抗生素吗？,阿奇霉素干混悬剂有什么副作用？
5326,希舒美阿奇霉素干混悬剂是西药吗？,阿奇霉素干混悬剂有什么副作用？
5327,利巴韦林气雾剂治疗什么？,利巴韦林气雾剂效果好么？
5328,利巴韦林气雾剂治疗什么？,利巴韦林喷剂好还是颗粒？
5329,利巴韦林气雾剂效果好么？,利巴韦林喷剂好还是颗粒？
5330,利巴韦林气雾剂治疗什么？,利巴韦林气雾剂药店有卖吗？
5331,利巴韦林气雾剂治疗什么？,利巴韦林气雾剂的副作用是什么？
5332,利巴韦林气雾剂药店有卖吗？,利巴韦林气雾剂的副作用是什么？
5333,上呼吸道过敏综合征有哪些症状？,上呼吸道过敏综合征病因是什么？
5334,上呼吸道过敏综合征有哪些症状？,上呼吸道过敏综合征怎么治疗？
5335,上呼吸道过敏综合征病因是什么？,上呼吸道过敏综合征怎么治疗？
5336,8个月的宝宝喝蛇胆川贝液治咳嗽吗？,哺乳期妇女咳嗽可以喝蛇胆川贝液?
5337,8个月的宝宝喝蛇胆川贝液治咳嗽吗？,牛黄蛇胆川贝液咳嗽能喝吗？
5338,哺乳期妇女咳嗽可以喝蛇胆川贝液?,牛黄蛇胆川贝液咳嗽能喝吗？
5339,金诃安儿宁颗粒有副作用吗？,我想知道金诃安儿宁颗粒的注意事项是什么？
5340,金诃安儿宁颗粒有副作用吗？,金诃安儿宁颗粒可以给新生儿服用吗？
5341,我想知道金诃安儿宁颗粒的注意事项是什么？,金诃安儿宁颗粒可以给新生儿服用吗？
5342,请问金诃安儿宁颗粒有什么适应症？,请问金诃安儿宁颗粒有什么副作用？
5343,请问金诃安儿宁颗粒有什么适应症？,请问金诃安儿宁颗粒见效快不？
5344,请问金诃安儿宁颗粒有什么副作用？,请问金诃安儿宁颗粒见效快不？
5345,众生丸不适合什么人吃？,熬夜上火咽喉肿痛可以吃众生丸吗？
5346,众生丸不适合什么人吃？,众生丸的注意事项有哪些呢？
5347,熬夜上火咽喉肿痛可以吃众生丸吗？,众生丸的注意事项有哪些呢？
5348,消炎止痛服用众生丸有没有不良后果？,消炎止痛服用众生丸过量会怎么样？
5349,消炎止痛服用众生丸有没有不良后果？,服用众生丸有什么要注意的？
5350,消炎止痛服用众生丸过量会怎么样？,服用众生丸有什么要注意的？
5351,麝香祛痛搽剂有什么用？,麝香祛痛搽剂的使用方法是怎样的？
5352,麝香祛痛搽剂有什么用？,麝香祛痛搽剂的主要成分是什么？
5353,麝香祛痛搽剂的使用方法是怎样的？,麝香祛痛搽剂的主要成分是什么？
5354,拉米夫定的主要成分有什么？,拉米夫定是治什么的？
5355,拉米夫定的主要成分有什么？,拉米夫定有什么注意事项？
5356,拉米夫定是治什么的？,拉米夫定有什么注意事项？
5357,阿莫西林消炎药副作用是什么？,阿莫西林没有什么作用？
5358,阿莫西林消炎药副作用是什么？,感冒时，消炎药，阿莫西林和头孢有何区别？
5359,阿莫西林没有什么作用？,感冒时，消炎药，阿莫西林和头孢有何区别？
5360,咳嗽支气管炎有哪些症状？,咳嗽支气管炎吃消银颗粒有没有不良后果？
5361,咳嗽支气管炎有哪些症状？,消银颗粒有哪些适应症？
5362,咳嗽支气管炎吃消银颗粒有没有不良后果？,消银颗粒有哪些适应症？
5363,百利阿莫西林胶囊的禁忌有哪些？,阿莫西林胶囊是治什么的？
5364,百利阿莫西林胶囊的禁忌有哪些？,阿莫西林胶囊是消炎药吗？
5365,阿莫西林胶囊是治什么的？,阿莫西林胶囊是消炎药吗？
5366,氢溴酸右美沙芬口服液副作用是什么？,用了退热栓可以吃氢溴酸石美沙芬吗？
5367,氢溴酸右美沙芬口服液副作用是什么？,美沙芬一次性吃太多，会导致什么问题？
5368,用了退热栓可以吃氢溴酸石美沙芬吗？,美沙芬一次性吃太多，会导致什么问题？
5369,偶尔听到有痰声，宝宝咳嗽怎么办？,宝宝咳嗽流脓鼻涕，可以吃小儿肺热咳喘口服液吗？
5370,偶尔听到有痰声，宝宝咳嗽怎么办？,小儿咳宁糖浆能治好孩子咳嗽吗？
5371,宝宝咳嗽流脓鼻涕，可以吃小儿肺热咳喘口服液吗？,小儿咳宁糖浆能治好孩子咳嗽吗？
5372,众生胶囊有哪些功效？,服用众生胶囊有哪些需要注意的？
5373,众生胶囊有哪些功效？,小孩可以服用众生胶囊吗？
5374,服用众生胶囊有哪些需要注意的？,小孩可以服用众生胶囊吗？
5375,小孩支气管炎为什么老是反复？,支气管炎宝宝反复咳嗽能吃水果吗？
5376,小孩支气管炎为什么老是反复？,支气管炎宝宝反复咳嗽吃什么药见效快？
5377,支气管炎宝宝反复咳嗽能吃水果吗？,支气管炎宝宝反复咳嗽吃什么药见效快？
5378,小孩支气管炎有哪些症状？,三个月的孩子支气管炎能吃哪些药？
5379,小孩支气管炎有哪些症状？,小孩支气管炎是怎么引起的？
5380,三个月的孩子支气管炎能吃哪些药？,小孩支气管炎是怎么引起的？
5381,请问马应龙的复方甘草口服溶液能长期服用吗？,请问马应龙的复方甘草口服溶液治疗什么病？
5382,请问马应龙的复方甘草口服溶液能长期服用吗？,请问马应龙的复方甘草口服溶液有没有副作用？
5383,请问马应龙的复方甘草口服溶液治疗什么病？,请问马应龙的复方甘草口服溶液有没有副作用？
5384,刚刚怀孕吃氢溴酸右美沙芬分散片影响胎儿吗？,氢溴酸右美沙芬分散片是治疗什么的？
5385,刚刚怀孕吃氢溴酸右美沙芬分散片影响胎儿吗？,吃氢溴酸右美沙芬分散片会有哪些不良后果？
5386,氢溴酸右美沙芬分散片是治疗什么的？,吃氢溴酸右美沙芬分散片会有哪些不良后果？
5387,请问13岁的小孩吃阿莫西林过量了怎么办？,阿莫西林能经常吃吗？
5388,请问13岁的小孩吃阿莫西林过量了怎么办？,阿莫西林有没有副作用？
5389,阿莫西林能经常吃吗？,阿莫西林有没有副作用？
5390,联邦克立安的功效不是什么？,联邦克立安的用法用量是什么？
5391,联邦克立安的功效不是什么？,联邦克立安的适应症是什么？
5392,联邦克立安的用法用量是什么？,联邦克立安的适应症是什么？
5393,百利阿莫西林胶囊是什么药物？,阿莫西林胶囊不能和什么药一起吃？
